	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.68095	680	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.680975	680	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.680996	680	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.680996	680	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.681029	681	0	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
DL	0.68105	681	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68105	681	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.681075	681	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.681096	681	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681096	681	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.681129	681	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68115	681	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68115	681	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.681175	681	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.681196	681	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681196	681	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.681229	681	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68125	681	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68125	681	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.681275	681	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.681296	681	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681296	681	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.681329	681	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68135	681	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68135	681	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.681375	681	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.681396	681	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681396	681	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.681429	681	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68145	681	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68145	681	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.681475	681	4	12	6	1	2	0	7548	22	0	17.2655 	1	0.0794795
UL	0.681496	681	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681496	681	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.681529	681	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68155	681	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68155	681	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.681575	681	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.681596	681	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681596	681	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.681629	681	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68165	681	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68165	681	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.681675	681	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.681696	681	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681696	681	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.681729	681	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68175	681	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68175	681	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.681775	681	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.681796	681	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681796	681	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.681829	681	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68185	681	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68185	681	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.681875	681	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.681896	681	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681896	681	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.681929	681	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68195	681	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68195	681	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.681975	681	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.681996	681	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.681996	681	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.682029	682	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68205	682	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68205	682	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.682075	682	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.682096	682	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682096	682	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.682129	682	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68215	682	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68215	682	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.682175	682	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.682196	682	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682196	682	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.682229	682	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68225	682	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68225	682	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.682275	682	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.682296	682	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682296	682	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.682329	682	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68235	682	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68235	682	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.682375	682	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.682396	682	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682396	682	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.682429	682	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68245	682	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68245	682	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.682475	682	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.682496	682	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682496	682	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.682529	682	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68255	682	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68255	682	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.682575	682	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.682596	682	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682596	682	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.682629	682	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68265	682	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68265	682	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.682675	682	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.682696	682	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682696	682	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.682729	682	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68275	682	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68275	682	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.682775	682	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.682796	682	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682796	682	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.682829	682	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68285	682	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68285	682	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.682875	682	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.682896	682	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682896	682	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.682929	682	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68295	682	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68295	682	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.682975	682	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.682996	682	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.682996	682	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.683029	683	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68305	683	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68305	683	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.683075	683	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.683096	683	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683096	683	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.683129	683	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68315	683	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68315	683	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.683175	683	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.683196	683	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683196	683	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.683229	683	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68325	683	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68325	683	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.683275	683	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.683296	683	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683296	683	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.683329	683	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68335	683	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68335	683	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.683375	683	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.683396	683	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683396	683	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.683429	683	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68345	683	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68345	683	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.683475	683	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.683496	683	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683496	683	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.683529	683	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68355	683	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68355	683	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.683575	683	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.683596	683	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683596	683	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.683629	683	6	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
DL	0.68365	683	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68365	683	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.683675	683	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.683696	683	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683696	683	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.683729	683	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68375	683	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68375	683	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.683775	683	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.683796	683	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683796	683	7	18	5	1	2	0	6288	22	0	17.2655 	1	0.0718244
DL	0.683829	683	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68385	683	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68385	683	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.683875	683	8	12	6	1	2	0	7548	22	0	17.2655 	1	0.0794795
UL	0.683896	683	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683896	683	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.683929	683	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68395	683	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68395	683	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.683975	683	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.683996	683	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.683996	683	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.684029	684	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68405	684	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68405	684	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.684075	684	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.684096	684	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684096	684	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.684129	684	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68415	684	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68415	684	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.684175	684	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.684196	684	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684196	684	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.684229	684	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68425	684	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68425	684	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.684275	684	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.684296	684	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684296	684	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.684329	684	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68435	684	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68435	684	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.684375	684	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.684396	684	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684396	684	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.684429	684	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68445	684	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68445	684	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.684475	684	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.684496	684	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684496	684	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.684529	684	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68455	684	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68455	684	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.684575	684	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.684596	684	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684596	684	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.684629	684	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68465	684	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68465	684	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.684675	684	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.684696	684	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684696	684	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.684729	684	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68475	684	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68475	684	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.684775	684	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.684796	684	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684796	684	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.684829	684	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68485	684	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68485	684	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.684875	684	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.684896	684	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684896	684	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.684929	684	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68495	684	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68495	684	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.684975	684	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.684996	684	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.684996	684	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.685029	685	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68505	685	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68505	685	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.685075	685	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.685096	685	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685096	685	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.685129	685	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68515	685	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68515	685	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.685175	685	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.685196	685	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685196	685	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.685229	685	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68525	685	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68525	685	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.685275	685	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.685296	685	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685296	685	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.685329	685	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68535	685	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68535	685	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.685375	685	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.685396	685	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685396	685	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.685429	685	4	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
DL	0.68545	685	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68545	685	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.685475	685	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.685496	685	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685496	685	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.685529	685	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68555	685	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68555	685	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.685575	685	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.685596	685	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685596	685	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.685629	685	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68565	685	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68565	685	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.685675	685	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.685696	685	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685696	685	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.685729	685	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68575	685	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68575	685	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.685775	685	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.685796	685	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685796	685	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.685829	685	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68585	685	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68585	685	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.685875	685	8	12	6	1	2	0	7548	22	0	17.2655 	1	0.0794795
UL	0.685896	685	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685896	685	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.685929	685	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68595	685	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68595	685	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.685975	685	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.685996	685	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.685996	685	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.686029	686	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68605	686	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68605	686	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.686075	686	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.686096	686	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686096	686	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.686129	686	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68615	686	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68615	686	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.686175	686	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.686196	686	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686196	686	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.686229	686	2	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
