	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.594696	594	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594696	594	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.594729	594	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59475	594	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59475	594	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.594775	594	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.594796	594	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594796	594	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.594829	594	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59485	594	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59485	594	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.594875	594	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.594896	594	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594896	594	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.594929	594	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59495	594	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59495	594	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.594975	594	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.594996	594	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594996	594	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.595029	595	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59505	595	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59505	595	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.595075	595	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.595096	595	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595096	595	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.595129	595	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59515	595	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59515	595	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.595175	595	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.595196	595	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595196	595	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.595229	595	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59525	595	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59525	595	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.595275	595	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.595296	595	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595296	595	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.595329	595	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59535	595	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59535	595	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.595375	595	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.595396	595	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595396	595	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.595429	595	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59545	595	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59545	595	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.595475	595	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.595496	595	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595496	595	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.595529	595	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59555	595	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59555	595	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.595575	595	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.595596	595	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595596	595	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.595629	595	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59565	595	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59565	595	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.595675	595	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.595696	595	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595696	595	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.595729	595	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59575	595	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59575	595	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.595775	595	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.595796	595	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595796	595	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.595829	595	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59585	595	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59585	595	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.595875	595	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.595896	595	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595896	595	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.595929	595	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59595	595	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59595	595	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.595975	595	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.595996	595	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.595996	595	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.596029	596	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59605	596	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59605	596	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.596075	596	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.596096	596	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596096	596	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.596129	596	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59615	596	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59615	596	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.596175	596	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.596196	596	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596196	596	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.596229	596	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59625	596	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59625	596	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.596275	596	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.596296	596	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596296	596	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.596329	596	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59635	596	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59635	596	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.596375	596	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.596396	596	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596396	596	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.596429	596	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59645	596	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59645	596	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.596475	596	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.596496	596	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596496	596	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.596529	596	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59655	596	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59655	596	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.596575	596	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.596596	596	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596596	596	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.596629	596	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59665	596	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59665	596	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.596675	596	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.596696	596	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596696	596	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.596729	596	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59675	596	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59675	596	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.596775	596	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.596796	596	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596796	596	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.596829	596	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59685	596	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59685	596	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.596875	596	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.596896	596	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596896	596	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.596929	596	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59695	596	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59695	596	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.596975	596	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.596996	596	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.596996	596	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.597029	597	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59705	597	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59705	597	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.597075	597	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.597096	597	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597096	597	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.597129	597	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59715	597	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59715	597	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.597175	597	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.597196	597	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597196	597	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.597229	597	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59725	597	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59725	597	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.597275	597	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.597296	597	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597296	597	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.597329	597	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59735	597	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59735	597	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.597375	597	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.597396	597	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597396	597	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.597429	597	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59745	597	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59745	597	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.597475	597	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.597496	597	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597496	597	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.597529	597	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59755	597	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59755	597	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.597575	597	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.597596	597	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597596	597	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.597629	597	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59765	597	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59765	597	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.597675	597	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.597696	597	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597696	597	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.597729	597	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59775	597	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59775	597	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.597775	597	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.597796	597	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597796	597	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.597829	597	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59785	597	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59785	597	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.597875	597	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.597896	597	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597896	597	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.597929	597	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59795	597	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59795	597	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.597975	597	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.597996	597	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.597996	597	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.598029	598	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59805	598	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59805	598	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.598075	598	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.598096	598	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598096	598	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.598129	598	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59815	598	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59815	598	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.598175	598	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.598196	598	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598196	598	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.598229	598	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59825	598	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59825	598	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.598275	598	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.598296	598	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598296	598	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.598329	598	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59835	598	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59835	598	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.598375	598	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.598396	598	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598396	598	3	18	5	1	2	0	5322	20	0	14.8919 	1	0.00890224
DL	0.598429	598	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59845	598	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59845	598	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.598475	598	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.598496	598	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598496	598	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.598529	598	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59855	598	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59855	598	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.598575	598	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.598596	598	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598596	598	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.598629	598	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59865	598	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59865	598	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.598675	598	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.598696	598	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598696	598	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.598729	598	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59875	598	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59875	598	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.598775	598	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.598796	598	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598796	598	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.598829	598	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59885	598	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59885	598	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.598875	598	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.598896	598	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598896	598	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.598929	598	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59895	598	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59895	598	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.598975	598	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.598996	598	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.598996	598	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.599029	599	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59905	599	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59905	599	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.599075	599	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.599096	599	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599096	599	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.599129	599	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59915	599	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59915	599	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.599175	599	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.599196	599	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599196	599	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.599229	599	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59925	599	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59925	599	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.599275	599	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.599296	599	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599296	599	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.599329	599	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59935	599	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59935	599	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.599375	599	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.599396	599	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599396	599	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.599429	599	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59945	599	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59945	599	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.599475	599	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.599496	599	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599496	599	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.599529	599	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59955	599	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59955	599	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.599575	599	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.599596	599	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599596	599	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.599629	599	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59965	599	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59965	599	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.599675	599	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.599696	599	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599696	599	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.599729	599	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59975	599	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59975	599	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.599775	599	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.599796	599	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.599796	599	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.599829	599	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59985	599	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
